relation_id,locale,note
rel-mencius-qi-sprouts,en,Cultivating flood-like qi is the cultivation practice for extending the four sprouts. Flood-like qi is born from accumulated righteousness.
rel-mencius-qi-sprouts,zh-CN,养浩然之气是扩充四端的修养工夫。浩然之气是集义所生，通过道德修养的积累，将四端之心扩充至充沛完满的境界。
rel-mencius-rightness-kingly,en,"Why must the king speak of profit — the kingly way's view of rightness vs profit. When Mencius meets King Hui of Liang, the first chapter distinguishes rightness from profit."
rel-mencius-rightness-kingly,zh-CN,王何必曰利是王道的义利观。孟子见梁惠王，首章即辨义利。王道政治以仁义为本，上下交征利则国危矣。
rel-mencius-sprouts-good,en,"The four sprouts are the psychological basis of human nature being good. Compassion, shame, deference, right-wrong — the four sprouts are inherent in the human mind."
rel-mencius-sprouts-good,zh-CN,四端是性善的心性基础。恻隐、羞恶、辞让、是非四端是人心固有，扩充之则为仁义礼智，证明人性本善。
rel-mencius-xunzi-moral-source,en,The four-sprouts theory emphasizes inner moral beginnings; the theory of ritual emphasizes the transforming role of external institutions and accumulated practice.
rel-mencius-xunzi-moral-source,zh-CN,四端说强调内在道德开端，礼论强调外在制度与积习的转化作用。
rel-mencius-xunzi-nature,en,Mencius holds human nature tends toward goodness; Xunzi holds unshaped natural tendencies are insufficient for goodness — a direct contrast in the theory of human nature.
rel-mencius-xunzi-nature,zh-CN,孟子主张人性趋善，荀子主张未经塑造的自然倾向不足以成善，构成直接的人性论对照。
rel-mencius-xunzi-rightness-profit,en,"Both Mencius and Xunzi hold that rightness takes priority over profit and that rightness overcomes profit, but Mencius argues from good human nature while Xunzi grounds his position in transforming nature through artifice."
rel-mencius-xunzi-rightness-profit,zh-CN,孟荀都主张以义为先、以义克利，但孟子从性善论出发，荀子则从化性起伪立论。
rel-mencius-zhuangzi-nature,en,Mencius' determinate good nature vs Zhuangzi's no-fixed-self. Mencius holds human nature has determinate moral sprouts; Zhuangzi holds the self is fluid.
rel-mencius-zhuangzi-nature,zh-CN,孟子性善有定 vs 庄子无己无定。孟子认为人性有确定的善端，可以扩充成德；庄子则认为自我是流动不定的，应破除我执而与道合一。
rel-mozi-care-mencius-people,en,"Mohist inclusive care and Mencian people-before-ruler both value the people's well-being, but Mozi advocates undifferentiated love while Mencius upholds graded benevolent love."
rel-mozi-care-mencius-people,zh-CN,墨家兼爱与孟子民本都重视民众的福祉，但墨子主张无差等的爱，孟子则坚持爱有差等的仁爱。
rel-mozi-care-order,en,Inclusive care and upholding uniformity mutually support each other. Inclusive care is the moral principle; upholding uniformity is the political institution.
rel-mozi-care-order,zh-CN,兼爱与尚同互为支撑。兼爱是道德原则，尚同是政治制度，两者结合才能实现天下大治：人人兼爱，上下同利。
rel-mozi-care-order-frugality,en,"Both inclusive care and frugality are components of Mozi's utilitarian thought — inclusive care brings social order, frugality ensures public welfare."
rel-mozi-care-order-frugality,zh-CN,兼爱与节用都是墨子功利主义思想的组成部分——兼爱带来社会秩序，节用保障公共福利。
rel-mozi-confucius-appointment,en,"Both elevating the worthy and virtue rule require moral capacity for political roles, not merely status or coercion."
rel-mozi-confucius-appointment,zh-CN,尚贤与德治都要求政治角色具有道德能力，而不只依靠身份或强制。
rel-mozi-frugality-care,en,Frugality is the economic requirement of benefiting the people and inclusive care. Frugality in expenditure lightens the burden on the people.
rel-mozi-frugality-care,zh-CN,节用是利民兼爱的经济要求。节用节葬，去无用之费，这样才能减轻百姓负担，使天下之利最大化，体现兼爱利民的宗旨。
rel-mozi-frugality-laozi-contentment,en,"Mozi's frugality and Laozi's contentment both advocate restraining desire and reducing waste, but Mozi does so from utilitarian calculation and Laozi from personal cultivation."
rel-mozi-frugality-laozi-contentment,zh-CN,墨子节用与老子知足都主张克制欲望、减少浪费，但墨子出于功利计算，老子出于个人修养。
rel-mozi-heaven-will-care,en,The will of heaven is the transcendent ground of inclusive care. Heaven inclusively cares for all the people of the world; heaven's will desires humans to love and benefit each other.
rel-mozi-heaven-will-care,zh-CN,天志是兼爱的超越性依据。天兼爱天下百姓，天意欲人相爱相利。因此人的兼爱不是人为约定，而是效法天志的必然要求。
rel-mozi-mencius-welfare,en,"Both evaluate politics by people's lives and social order, though their justificatory foundations differ."
rel-mozi-mencius-welfare,zh-CN,两者都以人民生活和社会秩序评价政治，不过论证基础不同。
rel-mozi-merit-care,en,Elevating the worthy is the personnel policy for realizing an inclusive-care society. Officials are not permanently noble; common people are not permanently base.
rel-mozi-merit-care,zh-CN,尚贤是实现兼爱社会的用人政策。官无常贵而民无终贱，有能则举之。尚贤打破世袭，使贤能之人治国。
rel-mozi-merit-xunzi-rectification,en,Both Mozi's elevating the worthy and Xunzi's rectification of names emphasize that political positions should be distributed according to actual ability and matching titles.
rel-mozi-merit-xunzi-rectification,zh-CN,墨子尚贤与荀子正名都强调政治职位的分配应与实际能力和名分相符。
rel-mozi-offensive-care,en,Condemning offensive war expresses inclusive care on the question of war. Attacking other countries contradicts the way of inclusive care.
rel-mozi-offensive-care,zh-CN,非攻是兼爱在战争问题上的体现。攻伐他国，亏人自利，与兼爱之道正相违背。非攻是兼爱思想在军事政治领域的直接延伸。
rel-mozi-offensive-war-strategy,en,"Mozi's condemnation of offensive war and Sunzi's subduing the enemy without fighting both take a cautious attitude toward war, but Mozi argues from morality and Sunzi from strategy."
rel-mozi-offensive-war-strategy,zh-CN,墨子非攻与孙子不战而屈人之兵都对战争持审慎态度，但墨子从道义出发，孙子从战略出发。
rel-mozi-will-heaven-confucius,en,Mozi takes the will of heaven as the objective external standard of morality; Confucius locates the source of morality in the cultivation of the human heart and the practice of ritual.
rel-mozi-will-heaven-confucius,zh-CN,墨子以天志为道德的客观外在标准，孔子则将道德的根源置于人心的修养和礼的践履。
rel-peiwei-rebuts-wangbi-nonbeing,en,"Pei's Valuing Being opposes the contemporary priority of nonbeing, though the surviving passage does not name Wang Bi directly."
rel-peiwei-rebuts-wangbi-nonbeing,zh-CN,《崇有论》针对魏晋贵无风气反论“无不能生”；与王弼命题构成明确学派对立，但现存段未逐字点名王弼。
rel-ruanji-guoxiang-freedom,en,"Both discuss freedom, but Ruan stresses transcendence of convention while Guo stresses fitting one's allotment."
rel-ruanji-guoxiang-freedom,zh-CN,两者都谈逍遥，但阮籍突出超越名教，郭象强调安于性分；是有差异的相似而非传承断言。
rel-sengzhao-emptiness-motion,en,"Both essays use nonduality to resist reifying emptiness, motion, and stillness."
rel-sengzhao-emptiness-motion,zh-CN,不真空与物不迁都以不二论证反对把空、动静实体化。
rel-sengzhao-jizang-two-truths,en,"Jizang develops Chinese Madhyamaka anti-reification, but lineage is not automatically direct textual dependence."
rel-sengzhao-jizang-two-truths,zh-CN,吉藏继承中国中观传统的破执语言，但本条不把思想谱系自动升级为直接文本依赖。
rel-shang-yang-han-fei,en,"Shang Yang's thought of emphasizing law, trust, and authority was synthesized and developed by Han Fei into a systematic political theory combining law, technique, and power."
rel-shang-yang-han-fei,zh-CN,商鞅重法、重信、重权的思想被韩非综合发展为法、术、势相结合的系统政治理论。
rel-shendao-hanfei-impersonal-order,en,"The Zhuangzi report on Shendao's following necessity and Han Fei's impersonal handles both reduce private will in governance, without asserting transmission."
rel-shendao-hanfei-impersonal-order,zh-CN,《庄子·天下》所述慎到弃知缘不得已，与韩非以赏罚机制替代君主私人好恶都削弱个人意志的治理作用；未据此编造师承。
rel-shennong-textual-image-guanzhong-livelihood,en,"The Huainanzi's later Shennong narrative and the Guanzi both ground governance in material livelihood, without claiming influence by a historical Shennong."
rel-shennong-textual-image-guanzhong-livelihood,zh-CN,《淮南子》塑造的神农教稼尝草形象与《管子》重视衣食仓廪都把民生物质条件置于治理基础；不表示传说神农影响了管仲。
rel-shenxiu-huineng-practice-contrast,en,Concentrating and quieting mind contrasts with intrinsic purity; later sectarian stories are not used as proof of direct debate.
rel-shenxiu-huineng-practice-contrast,zh-CN,摄心息想与自性本净构成修行重心差异；不采用后出南北宗故事证明二人直接辩论。
rel-shun-textual-image-jikang-music,en,"The Shundian's textual music-education ideal contrasts with Ji Kang's separation of sound and emotion, without making legendary Shun a historical opponent."
rel-shun-textual-image-jikang-music,zh-CN,《舜典》塑造的音乐教化人格叙事与嵇康“声无哀乐”的声情区分形成概念张力；不把传说舜视为嵇康的历史论敌。
rel-simaqian-death-vs-jikang-longevity,en,"Sima Qian evaluates death by purpose while Ji Kang seeks fulfillment of natural lifespan; this is a conceptual contrast, not a historical debate."
rel-simaqian-death-vs-jikang-longevity,zh-CN,司马迁按承担死亡的目的评价生命终结，嵇康则讨论如何尽其自然寿命；二者是伦理重心的对照，不是历史争论。
rel-simatan-six-schools-liuan-synthesis,en,Sima Tan's survey of the six schools and the Huainanzi both exemplify early Han synthesis without establishing direct transmission.
rel-simatan-six-schools-liuan-synthesis,zh-CN,司马谈的六家论与《淮南子》的道论都体现汉初汇通诸子资源的倾向；二者相近不等于直接传承。
